idx,issue_time,comp_time,cmd_type,lba,size(KB),latency(us),queue_cnt,cpu_no,host_no,tag,nextlba,continuity
5986,3060.441883,3060.445572,WRITE_10,100958368,1280,3689,2,002,0,13,100960928,1
5985,3060.432284,3060.445575,READ_10,37315096,4,13291,5,004,0,16,37315104,0
5987,3060.441904,3060.448998,WRITE_10,100960928,1280,7094,3,002,0,14,100963488,0
5988,3060.441920,3060.452754,WRITE_10,100963488,1280,10834,4,002,0,15,100966048,1
5989,3060.441935,3060.456300,WRITE_10,100966048,1280,14365,5,002,0,17,100968608,1
5990,3060.441950,3060.459899,WRITE_10,100968608,1280,17949,6,002,0,18,100971168,1
5991,3060.441987,3060.463697,WRITE_10,100971168,1280,21710,7,002,0,19,100973728,1
5992,3060.459192,3060.467333,READ_10,37315120,4,8141,3,004,0,17,37315128,0
5993,3060.463715,3060.467337,WRITE_10,100973728,1280,3622,2,002,0,20,100976288,0
5994,3060.463721,3060.471035,WRITE_10,100976288,1280,7314,3,002,0,21,100978848,1
5995,3060.463726,3060.474714,WRITE_10,100978848,1280,10988,4,002,0,22,100981408,1
5996,3060.463731,3060.478362,WRITE_10,100981408,1280,14631,5,002,0,23,100983968,1
5997,3060.463735,3060.482012,WRITE_10,100983968,1280,18277,6,002,0,31,100986528,1
5998,3060.463748,3060.485636,WRITE_10,100986528,1280,21888,7,002,0,0,100989088,1
6001,3060.492269,3060.494718,WRITE_10,100989088,1280,2449,2,002,0,11,100991648,1
6000,3060.492259,3060.494728,READ_10,37315136,4,2469,1,002,0,10,37315144,0
6002,3060.492275,3060.497159,WRITE_10,100991648,1280,4884,3,002,0,12,100994208,0
6003,3060.492280,3060.499592,WRITE_10,100994208,1280,7312,4,002,0,13,100996768,1
6004,3060.492285,3060.502024,WRITE_10,100996768,1280,9739,5,002,0,14,100999328,1
6006,3060.506494,3060.508994,WRITE_10,100999328,1280,2500,1,002,0,23,101001888,1
6007,3060.506498,3060.511421,WRITE_10,101001888,1280,4923,2,002,0,25,101004448,1
6008,3060.506500,3060.513859,WRITE_10,101004448,1280,7359,3,002,0,26,101007008,1
6010,3060.506846,3060.516291,READ_10,37315160,4,9445,5,004,0,18,37315168,0
6009,3060.506502,3060.516295,WRITE_10,101007008,1280,9793,4,002,0,27,101009568,0
6011,3060.516395,3060.518842,WRITE_10,101009568,1280,2447,1,005,0,28,101012128,1
6012,3060.516404,3060.522459,WRITE_10,101012128,1280,6055,2,005,0,29,101014688,1
6013,3060.516409,3060.526539,WRITE_10,101014688,1280,10130,3,005,0,30,101017248,1
6014,3060.516423,3060.529886,WRITE_10,101017248,1280,13463,4,005,0,1,101019808,1
6015,3060.529995,3060.533661,WRITE_10,101019808,1280,3666,1,005,0,2,101022368,1
6016,3060.530020,3060.537411,WRITE_10,101022368,1280,7391,2,005,0,3,101024928,1
6017,3060.530025,3060.540600,WRITE_10,101024928,1280,10575,3,005,0,4,101027488,1
6018,3060.530038,3060.544484,WRITE_10,101027488,1280,14446,4,005,0,5,101030048,1
6020,3060.544595,3060.548184,WRITE_10,101030048,1280,3589,2,005,0,6,101032608,1
6019,3060.530622,3060.548186,READ_10,37315168,4,17564,5,004,0,19,37315176,0
6021,3060.544620,3060.551349,WRITE_10,101032608,1280,6729,3,005,0,7,101035168,0
6022,3060.544636,3060.554874,WRITE_10,101035168,1280,10238,4,005,0,8,101037728,1
6023,3060.544675,3060.558379,WRITE_10,101037728,1280,13704,5,005,0,9,101040288,1
6025,3060.558450,3060.561779,WRITE_10,101040288,1280,3329,2,005,0,10,101042848,1
6024,3060.552115,3060.561783,READ_10,37315200,4,9668,3,004,0,20,37315208,0
6026,3060.558459,3060.565162,WRITE_10,101042848,1280,6703,3,005,0,11,101045408,0
6027,3060.558464,3060.567684,WRITE_10,101045408,1280,9220,4,005,0,12,101047968,1
6028,3060.558478,3060.571603,WRITE_10,101047968,1280,13125,5,005,0,13,101050528,1
6030,3060.579435,3060.581923,READ_10,37315224,4,2488,1,002,0,4,37315232,0
6031,3060.579439,3060.581924,WRITE_10,101050528,1280,2485,2,002,0,5,101053088,0
6032,3060.579442,3060.585747,WRITE_10,101055648,1280,6305,3,002,0,6,101058208,0
6033,3060.579443,3060.589550,WRITE_10,101053088,1280,10107,4,005,0,21,101055648,0
6034,3060.579444,3060.593511,WRITE_10,101058208,1280,14067,5,002,0,7,101060768,0
6036,3060.595340,3060.597786,WRITE_10,101060768,1280,2446,1,002,0,20,101063328,1
6037,3060.595345,3060.600261,WRITE_10,101063328,1280,4916,2,002,0,21,101065888,1
6038,3060.595588,3060.600337,READ_10,37315232,4,4749,3,004,0,22,37315240,0
6039,3060.600372,3060.602825,WRITE_10,101065888,1280,2453,1,005,0,23,101068448,0
6040,3060.600419,3060.605303,WRITE_10,101068448,1280,4884,2,005,0,24,101071008,1
6041,3060.605419,3060.608019,WRITE_10,101071008,1280,2600,1,005,0,25,101073568,1
6042,3060.605452,3060.611811,WRITE_10,101073568,1280,6359,2,005,0,26,101076128,1
6043,3060.611935,3060.616076,WRITE_10,101076128,1280,4141,1,005,0,27,101078688,1
6044,3060.611981,3060.619983,WRITE_10,101078688,1280,8002,2,005,0,31,101081248,1
6045,3060.616846,3060.620114,READ_10,37315264,4,3268,2,000,0,6,37315272,0
6046,3060.620091,3060.623732,WRITE_10,101081248,1280,3641,2,005,0,0,101083808,0
6047,3060.620138,3060.627849,WRITE_10,101083808,1280,7711,2,005,0,1,101086368,1
6048,3060.627927,3060.631890,WRITE_10,101086368,1280,3963,1,005,0,2,101088928,1
6049,3060.627943,3060.635509,WRITE_10,101088928,1280,7566,2,005,0,3,101091488,1
6050,3060.635574,3060.639760,WRITE_10,101091488,1280,4186,1,005,0,4,101094048,1
6051,3060.635591,3060.643800,WRITE_10,101094048,1280,8209,2,005,0,5,101096608,1
6053,3060.643868,3060.647333,WRITE_10,101096608,1280,3465,2,005,0,7,101099168,1
6052,3060.636663,3060.647336,READ_10,37315280,4,10673,3,002,0,22,37315288,0
6054,3060.643885,3060.651387,WRITE_10,101099168,1280,7502,3,005,0,8,101101728,0
6056,3060.657528,3060.660541,WRITE_10,101101728,1280,3013,1,002,0,24,101104288,1
6058,3060.661210,3060.664654,READ_10,37315296,4,3444,1,002,0,28,37315304,0
6059,3060.661213,3060.664658,WRITE_10,101104288,1280,3445,2,002,0,29,101106848,0
6062,3060.666079,3060.668567,WRITE_10,101106848,1280,2488,1,002,0,2,101109408,1
6063,3060.666084,3060.670963,WRITE_10,101109408,1280,4879,2,002,0,3,101111968,1
6065,3060.673890,3060.676687,WRITE_10,101111968,1280,2797,1,002,0,15,101114528,1
6067,3060.677794,3060.680513,WRITE_10,101114528,1280,2719,1,002,0,19,101117088,1
6069,3060.681596,3060.684376,WRITE_10,101117088,1280,2780,1,005,0,23,101119648,1
6071,3060.685963,3060.688631,WRITE_10,101119648,1280,2668,1,002,0,20,101122208,1
6072,3060.688718,3060.691171,WRITE_10,101122208,1280,2453,1,005,0,2,101124768,1
6074,3060.691241,3060.693732,WRITE_10,101124768,1280,2491,2,005,0,3,101127328,1
6073,3060.691165,3060.693735,READ_10,37315320,4,2570,2,002,0,21,37315328,0
6075,3060.693862,3060.696315,WRITE_10,101127328,1280,2453,1,005,0,4,101129888,0
6076,3060.696385,3060.698978,WRITE_10,101129888,1280,2593,1,005,0,5,101132448,1
6077,3060.708084,3060.708252,READ_10,37315304,4,168,1,002,0,22,37315312,0
6079,3060.738637,3060.739628,WRITE_10,101132448,512,991,1,005,0,10,101133472,0
6080,3060.738640,3060.739649,READ_10,37315000,4,1009,2,005,0,11,37315008,0
6081,3060.758733,3060.758836,READ_10,37315352,4,103,1,000,0,7,37315360,0
6082,3060.763046,3060.763146,READ_10,37315376,4,100,1,000,0,8,37315384,0
6083,3060.767353,3060.767406,READ_10,37315392,4,53,1,002,0,29,37315400,0
6084,3060.780645,3060.780743,READ_10,37315456,4,98,1,002,0,30,37315464,0
6085,3060.784283,3060.786766,WRITE_10,101133472,1280,2483,1,004,0,23,101136032,0
6086,3060.784304,3060.789205,WRITE_10,101136032,1280,4901,2,004,0,31,101138592,1
6087,3060.789270,3060.791746,WRITE_10,101138592,1280,2476,1,004,0,0,101141152,1
6088,3060.789287,3060.794185,WRITE_10,101141152,1280,4898,2,004,0,1,101143712,1
6089,3060.794247,3060.796726,WRITE_10,101143712,1280,2479,1,004,0,2,101146272,1
6090,3060.794265,3060.799141,WRITE_10,101146272,1280,4876,2,004,0,3,101148832,1
6091,3060.795071,3060.799153,READ_10,37315072,4,4082,3,000,0,9,37315080,0
6092,3060.799277,3060.801731,WRITE_10,101148832,1280,2454,1,004,0,4,101151392,0
6093,3060.799327,3060.804212,WRITE_10,101151392,1280,4885,2,004,0,5,101153952,1
6097,3060.803243,3060.808056,READ_10,37315432,4,4813,5,004,0,6,37315440,0
6094,3060.802101,3060.808070,WRITE_10,101153952,1280,5969,2,005,0,18,101156512,0
6095,3060.802113,3060.811305,WRITE_10,101156512,1280,9192,3,005,0,19,101159072,1
6096,3060.802130,3060.815535,WRITE_10,101159072,1280,13405,4,005,0,20,101161632,1
6099,3060.822430,3060.824941,READ_10,37315424,4,2511,1,002,0,6,37315432,0
6100,3060.822434,3060.824942,WRITE_10,101161632,1280,2508,2,002,0,7,101164192,0
6101,3060.822436,3060.827352,WRITE_10,101164192,1280,4916,3,005,0,25,101166752,1
6102,3060.822437,3060.829811,WRITE_10,101166752,1280,7374,4,002,0,10,101169312,1
6103,3060.822440,3060.832229,WRITE_10,101169312,1280,9789,5,005,0,26,101171872,1
6105,3060.837234,3060.839807,WRITE_10,101171872,1280,2573,1,002,0,23,101174432,1
6106,3060.837238,3060.842219,WRITE_10,101174432,1280,4981,2,002,0,28,101176992,1
6107,3060.837239,3060.844688,WRITE_10,101176992,1280,7449,3,002,0,29,101179552,1
6108,3060.837241,3060.847082,WRITE_10,101179552,1280,9841,4,002,0,30,101182112,1
6109,3060.837243,3060.847103,READ_10,37315152,4,9860,5,002,0,0,37315160,0
6110,3060.847154,3060.850166,WRITE_10,101182112,1280,3012,1,005,0,31,101184672,0
6111,3060.847166,3060.854355,WRITE_10,101184672,1280,7189,2,005,0,1,101187232,1
6112,3060.847172,3060.857728,WRITE_10,101187232,1280,10556,3,005,0,2,101189792,1
6113,3060.847186,3060.861982,WRITE_10,101189792,1280,14796,4,005,0,3,101192352,1
6114,3060.850747,3060.862024,READ_10,37315256,4,11277,4,004,0,7,37315264,0
6115,3060.862094,3060.866181,WRITE_10,101192352,1280,4087,1,005,0,4,101194912,0
6116,3060.862119,3060.869430,WRITE_10,101194912,1280,7311,2,005,0,5,101197472,1
6117,3060.862135,3060.873475,WRITE_10,101197472,1280,11340,3,005,0,6,101200032,1
6118,3060.862176,3060.877525,WRITE_10,101200032,1280,15349,4,005,0,7,101202592,1
6119,3060.866176,3060.877625,READ_10,37315008,4,11449,5,004,0,8,37315016,0
6120,3060.877639,3060.881019,WRITE_10,101202592,1280,3380,1,005,0,9,101205152,0
6121,3060.877665,3060.885113,WRITE_10,101205152,1280,7448,2,005,0,10,101207712,1
6122,3060.877685,3060.889020,WRITE_10,101207712,1280,11335,3,005,0,11,101210272,1
6125,3060.890180,3060.891912,READ_10,11037528,4,1732,3,000,1,8,11037536,0
6123,3060.877715,3060.892392,WRITE_10,101210272,1280,14677,4,005,0,12,101212832,0
6124,3060.881583,3060.892445,READ_10,37315024,4,10862,4,004,0,13,37315032,0
6128,3060.899348,3060.900441,WRITE_10,101212832,568,1093,2,002,0,7,101213968,0
6127,3060.899344,3060.900451,READ_10,37315344,4,1107,1,002,0,6,37315352,0
6130,3060.907126,3060.909601,WRITE_10,101213968,1280,2475,1,002,0,15,101216528,0
6131,3060.907130,3060.912046,WRITE_10,101216528,1280,4916,2,002,0,16,101219088,1
6133,3060.910292,3060.914483,READ_10,37315048,4,4191,3,004,0,14,37315056,0
6132,3060.907133,3060.914488,WRITE_10,101219088,1280,7355,3,002,0,17,101221648,0
6134,3060.918761,3060.918955,READ_10,37315144,4,194,1,004,0,15,37315152,0
6135,3060.922977,3060.923080,READ_10,37315448,4,103,1,002,0,20,37315456,0
6136,3060.923702,3060.923942,WRITE_10,101221648,116,240,1,000,0,21,101221880,0
6137,3060.923710,3060.926417,WRITE_10,101221880,1280,2707,2,000,0,22,101224440,1
6138,3060.926538,3060.929034,WRITE_10,101224440,1280,2496,1,000,0,23,101227000,1
6139,3060.926588,3060.931476,WRITE_10,101227000,1280,4888,2,000,0,24,101229560,1
6140,3060.939565,3060.941839,WRITE_10,101229560,1164,2274,1,004,0,16,101231888,1
6141,3060.939586,3060.944276,WRITE_10,101231888,1280,4690,2,004,0,17,101234448,1
6142,3060.941364,3060.944279,READ_10,37315288,4,2915,3,004,0,18,37315296,0
6143,3060.944391,3060.946844,WRITE_10,101234448,1280,2453,1,004,0,19,101237008,0
6144,3060.944439,3060.949323,WRITE_10,101237008,1280,4884,2,004,0,20,101239568,1
6145,3060.948377,3060.949474,READ_10,37314944,4,1097,2,004,0,21,37314952,0
6146,3060.958366,3060.960282,WRITE_10,101239568,972,1916,1,004,0,22,101241512,0
6147,3060.958381,3060.962671,WRITE_10,101241512,1280,4290,2,004,0,23,101244072,1
6149,3060.963118,3060.965594,WRITE_10,101244072,1280,2476,1,002,0,23,101246632,1
6150,3060.963123,3060.968026,WRITE_10,101246632,1280,4903,2,002,0,25,101249192,1
6153,3060.968424,3060.970870,WRITE_10,101249192,1280,2446,2,002,0,2,101251752,1
6152,3060.968420,3060.970880,READ_10,37315016,4,2460,1,002,0,1,37315024,0
6154,3060.968427,3060.971207,WRITE_10,101251752,172,2780,3,002,0,3,101252096,0
6155,3060.975375,3060.975551,READ_10,37315032,4,176,1,000,0,25,37315040,0
6156,3060.979544,3060.979647,READ_10,37315056,4,103,1,004,0,24,37315064,0
6157,3060.987369,3060.989861,WRITE_10,101252096,1280,2492,1,000,0,26,101254656,0
6158,3060.987379,3060.992289,WRITE_10,101254656,1280,4910,2,000,0,27,101257216,1
6159,3060.987385,3060.994697,WRITE_10,101257216,1280,7312,3,000,0,28,101259776,1
6160,3060.987398,3060.997167,WRITE_10,101259776,1280,9769,4,000,0,29,101262336,1
6161,3060.993769,3060.997249,READ_10,37315064,4,3480,3,004,0,30,37315072,0
6162,3060.997287,3060.999766,WRITE_10,101262336,1280,2479,1,000,0,31,101264896,0
6163,3060.997306,3061.002178,WRITE_10,101264896,1280,4872,2,000,0,0,101267456,1
6164,3061.010320,3061.012121,WRITE_10,101267456,936,1801,1,000,0,1,101269328,1
6165,3061.010330,3061.014553,WRITE_10,101269328,1280,4223,2,000,0,2,101271888,1
6166,3061.010336,3061.017029,WRITE_10,101271888,1280,6693,3,000,0,3,101274448,1
6167,3061.010351,3061.019460,WRITE_10,101274448,1280,9109,4,000,0,4,101277008,1
6168,3061.011129,3061.019464,READ_10,37315192,4,8335,5,004,0,5,37315200,0
6169,3061.019574,3061.022026,WRITE_10,101277008,1280,2452,1,000,0,6,101279568,0
6170,3061.019603,3061.024465,WRITE_10,101279568,1280,4862,2,000,0,7,101282128,1
6171,3061.019619,3061.026940,WRITE_10,101282128,1280,7321,3,000,0,11,101284688,1
6172,3061.023892,3061.027058,READ_10,37315128,4,3166,3,002,0,12,37315136,0
6174,3061.031182,3061.031378,WRITE_10,101284688,96,196,1,002,0,18,101284880,0
6175,3061.031186,3061.031473,READ_10,37315408,4,287,2,002,0,19,37315416,0
6176,3061.040441,3061.042936,WRITE_10,101284880,1280,2495,1,000,0,12,101287440,0
6177,3061.040453,3061.045382,WRITE_10,101287440,1280,4929,2,000,0,13,101290000,1
6178,3061.040459,3061.047810,WRITE_10,101290000,1280,7351,3,000,0,14,101292560,1
6179,3061.040474,3061.050240,WRITE_10,101292560,1280,9766,4,000,0,15,101295120,1
6180,3061.046888,3061.050370,READ_10,37315176,4,3482,3,004,0,6,37315184,0
6181,3061.050357,3061.052850,WRITE_10,101295120,1280,2493,2,001,0,15,101297680,0
6182,3061.050387,3061.055249,WRITE_10,101297680,1280,4862,2,001,0,16,101300240,1
6183,3061.050402,3061.057711,WRITE_10,101300240,1280,7309,3,001,0,17,101302800,1
6184,3061.054495,3061.057966,READ_10,37315400,4,3471,3,004,0,7,37315408,0
6185,3061.065873,3061.068369,WRITE_10,101302824,1280,2496,1,004,0,8,101305384,0
6186,3061.065879,3061.068373,WRITE_10,101302800,12,2494,2,004,0,9,101302824,0
6187,3061.065885,3061.070793,WRITE_10,101305384,1280,4908,3,004,0,10,101307944,0
6188,3061.065897,3061.073263,WRITE_10,101307944,1280,7366,4,004,0,11,101310504,1
6190,3061.073362,3061.075839,WRITE_10,101310504,1280,2477,2,004,0,12,101313064,1
6189,3061.070318,3061.075840,READ_10,37315208,4,5522,3,002,0,28,37315216,0
6191,3061.073371,3061.078256,WRITE_10,101313064,1280,4885,3,004,0,13,101315624,0
6192,3061.073377,3061.080688,WRITE_10,101315624,1280,7311,4,004,0,14,101318184,1
6193,3061.080113,3061.081011,READ_10,37315216,4,898,2,002,0,29,37315224,0
6194,3061.085234,3061.085515,READ_10,37315440,4,281,1,000,0,18,37315448,0
6196,3061.086990,3061.089463,WRITE_10,101318184,1272,2473,1,002,0,7,101320728,0
6198,3061.091697,3061.094147,WRITE_10,101320728,1280,2450,1,002,0,20,101323288,1
6199,3061.091701,3061.096606,WRITE_10,101323288,1280,4905,2,002,0,21,101325848,1
6200,3061.091703,3061.099009,WRITE_10,101325848,1280,7306,3,002,0,22,101328408,1
6201,3061.094165,3061.101477,WRITE_10,101328408,1280,7312,3,004,0,15,101330968,1
6202,3061.094191,3061.103910,WRITE_10,101330968,1280,9719,4,004,0,16,101333528,1
6203,3061.094212,3061.106314,WRITE_10,101333528,1280,12102,5,004,0,17,101336088,1
6204,3061.098283,3061.106321,READ_10,37315248,4,8038,5,000,0,19,37315256,0
6205,3061.107618,3061.107743,WRITE_10,101336088,56,125,1,004,0,18,101336200,0
6206,3061.107624,3061.110174,WRITE_10,101336200,1280,2550,2,004,0,20,101338760,1
6207,3061.107630,3061.112666,WRITE_10,101338760,1280,5036,3,004,0,23,101341320,1
6208,3061.107637,3061.115529,WRITE_10,101341320,1280,7892,4,004,0,31,101343880,1
6209,3061.107642,3061.119534,WRITE_10,101343880,1280,11892,5,004,0,0,101346440,1
6210,3061.107657,3061.123141,WRITE_10,101346440,1280,15484,6,004,0,1,101349000,1
6211,3061.110310,3061.123191,READ_10,37315312,4,12881,5,004,0,2,37315320,0
6212,3061.123250,3061.126642,WRITE_10,101349000,1280,3392,1,004,0,3,101351560,0
6213,3061.125907,3061.127484,WRITE_10,101351560,152,1577,2,004,0,4,101351864,1
6214,3061.125916,3061.130916,WRITE_10,101351864,1280,5000,3,004,0,5,101354424,1
6215,3061.128966,3061.131142,READ_10,37314952,4,2176,2,002,0,23,37314960,0
6216,3061.135292,3061.135492,READ_10,37315328,4,200,1,002,0,24,37315336,0
6217,3061.136837,3061.137074,WRITE_10,101354424,116,237,1,004,0,6,101354656,0
6218,3061.136841,3061.139537,WRITE_10,101354656,1280,2696,2,004,0,7,101357216,1
6219,3061.136848,3061.141978,WRITE_10,101357216,1280,5130,3,004,0,8,101359776,1
6220,3061.136854,3061.144411,WRITE_10,101359776,1280,7557,4,004,0,9,101362336,1
6221,3061.136861,3061.146815,WRITE_10,101362336,1280,9954,5,004,0,10,101364896,1
6223,3061.153131,3061.155220,WRITE_10,101364896,1076,2089,1,002,0,0,101367048,1
6224,3061.153135,3061.155221,READ_10,37314968,4,2086,2,002,0,1,37314976,0
6226,3061.156630,3061.159075,WRITE_10,101367048,1280,2445,1,002,0,7,101369608,0
6227,3061.156634,3061.161551,WRITE_10,101369608,1280,4917,2,002,0,8,101372168,1
6228,3061.156636,3061.163984,WRITE_10,101372168,1280,7348,3,002,0,9,101374728,1
6229,3061.156639,3061.166418,WRITE_10,101374728,1280,9779,4,002,0,10,101377288,1
6230,3061.156642,3061.168853,WRITE_10,101377288,1280,12211,5,002,0,11,101379848,1
6231,3061.156644,3061.171294,WRITE_10,101379848,1280,14650,6,002,0,12,101382408,1
6232,3061.160156,3061.171297,READ_10,37315360,4,11141,6,000,0,20,37315368,0
6233,3061.175505,3061.175646,READ_10,37315368,4,141,1,002,0,13,37315376,1
6234,3061.179768,3061.179952,READ_10,37315384,4,184,1,002,0,14,37315392,0
6235,3061.192752,3061.192855,READ_10,37315040,4,103,1,002,0,15,37315048,0
6236,3061.199869,3061.200232,WRITE_10,101382408,164,363,1,004,0,11,101382736,0
6237,3061.199880,3061.202644,WRITE_10,101382736,1280,2764,2,004,0,12,101385296,1
6238,3061.199885,3061.205125,WRITE_10,101385296,1280,5240,3,004,0,13,101387856,1
6239,3061.199891,3061.207509,WRITE_10,101387856,1280,7618,4,004,0,14,101390416,1
6240,3061.199897,3061.209982,WRITE_10,101390416,1280,10085,5,004,0,15,101392976,1
6241,3061.199912,3061.212416,WRITE_10,101392976,1280,12504,6,004,0,16,101395536,1
6242,3061.207428,3061.212420,READ_10,37315416,4,4992,4,002,0,17,37315424,0
6244,3061.213647,3061.216093,WRITE_10,101395536,1280,2446,1,002,0,30,101398096,0
6245,3061.213650,3061.218531,WRITE_10,101398096,1280,4881,2,002,0,0,101400656,1
6246,3061.213652,3061.220989,WRITE_10,101400656,1280,7337,3,002,0,1,101403216,1
6247,3061.213655,3061.223435,WRITE_10,101403216,1280,9780,4,002,0,2,101405776,1
