sec,lba,count
1473,4.E+08,0
1473,4.E+08,0
1473,5.E+08,0
1475,5.E+07,0
1475,1.E+08,0
1475,1.E+08,0
1475,2.E+08,0
1475,2.E+08,0
1475,3.E+08,2
1475,3.E+08,0
1475,4.E+08,0
1475,4.E+08,0
1475,5.E+08,0
1477,5.E+07,6
1477,1.E+08,1
1477,1.E+08,4
1477,2.E+08,0
1477,2.E+08,2
1477,3.E+08,0
1477,3.E+08,1
1477,4.E+08,0
1477,4.E+08,3
1477,5.E+08,0
1480,5.E+07,0
1480,1.E+08,0
1480,1.E+08,0
1480,2.E+08,0
1480,2.E+08,0
1480,3.E+08,2
1480,3.E+08,0
1480,4.E+08,0
1480,4.E+08,0
1480,5.E+08,0
1483,5.E+07,2
1483,1.E+08,1
1483,1.E+08,0
1483,2.E+08,0
1483,2.E+08,5
1483,3.E+08,0
1483,3.E+08,0
1483,4.E+08,0
1483,4.E+08,0
1483,5.E+08,0
1484,5.E+07,0
1484,1.E+08,0
1484,1.E+08,0
1484,2.E+08,0
1484,2.E+08,0
1484,3.E+08,0
1484,3.E+08,0
1484,4.E+08,0
1484,4.E+08,0
1484,5.E+08,1
1485,5.E+07,0
1485,1.E+08,0
1485,1.E+08,0
1485,2.E+08,0
1485,2.E+08,0
1485,3.E+08,2
1485,3.E+08,0
1485,4.E+08,0
1485,4.E+08,0
1485,5.E+08,0
1490,5.E+07,4
1490,1.E+08,5
1490,1.E+08,0
1490,2.E+08,1
1490,2.E+08,0
1490,3.E+08,2
1490,3.E+08,0
1490,4.E+08,2
1490,4.E+08,0
1490,5.E+08,0
1495,5.E+07,0
1495,1.E+08,0
1495,1.E+08,0
1495,2.E+08,0
1495,2.E+08,0
1495,3.E+08,2
1495,3.E+08,0
1495,4.E+08,0
1495,4.E+08,0
1495,5.E+08,0
1498,5.E+07,1
1498,1.E+08,2
1498,1.E+08,0
1498,2.E+08,0
1498,2.E+08,5
1498,3.E+08,0
1498,3.E+08,0
1498,4.E+08,0
1498,4.E+08,0
1498,5.E+08,0
1499,5.E+07,2
1499,1.E+08,0
1499,1.E+08,0
1499,2.E+08,0
1499,2.E+08,1
1499,3.E+08,0
1499,3.E+08,0
1499,4.E+08,0
1499,4.E+08,0
1499,5.E+08,0
