sec,queue_cnt,count
1163,26,0
1163,27,0
1163,28,0
1163,29,0
1163,30,0
1163,31,0
1163,32,0
1164,1,10389
1164,2,0
1164,3,0
1164,4,0
1164,5,0
1164,6,0
1164,7,0
1164,8,0
1164,9,0
1164,10,0
1164,11,0
1164,12,0
1164,13,0
1164,14,0
1164,15,0
1164,16,0
1164,17,0
1164,18,0
1164,19,0
1164,20,0
1164,21,0
1164,22,0
1164,23,0
1164,24,0
1164,25,0
1164,26,0
1164,27,0
1164,28,0
1164,29,0
1164,30,0
1164,31,0
1164,32,0
1165,1,10431
1165,2,11
1165,3,11
1165,4,10
1165,5,11
1165,6,10
1165,7,10
1165,8,9
1165,9,34
1165,10,0
1165,11,0
1165,12,0
1165,13,0
1165,14,0
1165,15,0
1165,16,0
1165,17,0
1165,18,0
1165,19,0
1165,20,0
1165,21,0
1165,22,0
1165,23,0
1165,24,0
1165,25,0
1165,26,0
1165,27,0
1165,28,0
1165,29,0
1165,30,0
1165,31,0
1165,32,0
1166,1,10561
1166,2,0
1166,3,0
1166,4,0
1166,5,0
1166,6,0
1166,7,0
1166,8,0
1166,9,0
1166,10,0
1166,11,0
1166,12,0
1166,13,0
1166,14,0
1166,15,0
1166,16,0
1166,17,0
1166,18,0
1166,19,0
1166,20,0
1166,21,0
1166,22,0
1166,23,0
1166,24,0
1166,25,0
1166,26,0
1166,27,0
1166,28,0
1166,29,0
1166,30,0
1166,31,0
1166,32,0
1167,1,10199
1167,2,42
1167,3,1
1167,4,0
1167,5,0
1167,6,0
1167,7,0
1167,8,0
1167,9,0
1167,10,0
1167,11,0
1167,12,0
1167,13,0
1167,14,0
1167,15,0
1167,16,0
1167,17,0
1167,18,0
1167,19,0
1167,20,0
1167,21,0
1167,22,0
1167,23,0
1167,24,0
1167,25,0
1167,26,0
1167,27,0
1167,28,0
1167,29,0
1167,30,0
1167,31,0
1167,32,0
1168,1,10358
1168,2,0
1168,3,0
1168,4,0
1168,5,0
1168,6,0
1168,7,0
1168,8,0
1168,9,0
1168,10,0
1168,11,0
1168,12,0
1168,13,0
1168,14,0
1168,15,0
1168,16,0
1168,17,0
1168,18,0
1168,19,0
1168,20,0
1168,21,0
1168,22,0
1168,23,0
1168,24,0
1168,25,0
1168,26,0
1168,27,0
1168,28,0
1168,29,0
1168,30,0
1168,31,0
1168,32,0
1169,1,11146
1169,2,0
1169,3,0
1169,4,0
1169,5,0
1169,6,0
1169,7,0
1169,8,0
1169,9,0
1169,10,0
1169,11,0
1169,12,0
1169,13,0
1169,14,0
1169,15,0
1169,16,0
1169,17,0
1169,18,0
1169,19,0
1169,20,0
1169,21,0
1169,22,0
1169,23,0
1169,24,0
1169,25,0
1169,26,0
1169,27,0
1169,28,0
1169,29,0
1169,30,0
1169,31,0
1169,32,0
1170,1,17933
1170,2,0
1170,3,0
1170,4,0
1170,5,0
1170,6,0
1170,7,0
1170,8,0
1170,9,0
1170,10,0
1170,11,0
1170,12,0
1170,13,0
1170,14,0
1170,15,0
1170,16,0
1170,17,0
1170,18,0
1170,19,0
1170,20,0
1170,21,0
1170,22,0
1170,23,0
1170,24,0
1170,25,0
1170,26,0
1170,27,0
1170,28,0
1170,29,0
1170,30,0
1170,31,0
1170,32,0
1171,1,17781
1171,2,30
1171,3,0
1171,4,0
1171,5,0
1171,6,0
1171,7,0
1171,8,0
1171,9,0
1171,10,0
1171,11,0
1171,12,0
1171,13,0
1171,14,0
1171,15,0
1171,16,0
1171,17,0
1171,18,0
1171,19,0
1171,20,0
1171,21,0
1171,22,0
1171,23,0
1171,24,0
1171,25,0
1171,26,0
1171,27,0
1171,28,0
1171,29,0
1171,30,0
1171,31,0
1171,32,0
1172,1,16912
1172,2,0
1172,3,0
1172,4,0
1172,5,0
1172,6,0
1172,7,0
1172,8,0
1172,9,0
1172,10,0
1172,11,0
1172,12,0
1172,13,0
1172,14,0
1172,15,0
1172,16,0
1172,17,0
1172,18,0
1172,19,0
1172,20,0
1172,21,0
1172,22,0
1172,23,0
1172,24,0
1172,25,0
1172,26,0
1172,27,0
1172,28,0
1172,29,0
1172,30,0
1172,31,0
1172,32,0
1173,1,10971
1173,2,0
1173,3,0
1173,4,0
1173,5,0
1173,6,0
1173,7,0
1173,8,0
1173,9,0
1173,10,0
1173,11,0
1173,12,0
1173,13,0
1173,14,0
1173,15,0
1173,16,0
1173,17,0
1173,18,0
1173,19,0
1173,20,0
1173,21,0
1173,22,0
1173,23,0
1173,24,0
1173,25,0
1173,26,0
1173,27,0
1173,28,0
1173,29,0
1173,30,0
1173,31,0
1173,32,0
1174,1,17874
1174,2,0
1174,3,0
1174,4,0
1174,5,0
1174,6,0
1174,7,0
1174,8,0
1174,9,0
1174,10,0
1174,11,0
1174,12,0
1174,13,0
1174,14,0
1174,15,0
1174,16,0
1174,17,0
1174,18,0
1174,19,0
1174,20,0
1174,21,0
1174,22,0
1174,23,0
1174,24,0
1174,25,0
1174,26,0
1174,27,0
1174,28,0
1174,29,0
1174,30,0
1174,31,0
1174,32,0
1175,1,17864
1175,2,0
1175,3,0
1175,4,0
1175,5,0
1175,6,0
1175,7,0
1175,8,0
1175,9,0
1175,10,0
1175,11,0
1175,12,0
1175,13,0
1175,14,0
1175,15,0
1175,16,0
1175,17,0
1175,18,0
1175,19,0
1175,20,0
1175,21,0
1175,22,0
1175,23,0
1175,24,0
1175,25,0
1175,26,0
1175,27,0
1175,28,0
1175,29,0
1175,30,0
1175,31,0
1175,32,0
1176,1,17811
1176,2,31
1176,3,0
1176,4,0
1176,5,0
1176,6,0
1176,7,0
1176,8,0
1176,9,0
1176,10,0
1176,11,0
1176,12,0
1176,13,0
1176,14,0
1176,15,0
1176,16,0
1176,17,0
1176,18,0
1176,19,0
1176,20,0
1176,21,0
1176,22,0
1176,23,0
1176,24,0
1176,25,0
1176,26,0
1176,27,0
1176,28,0
1176,29,0
1176,30,0
1176,31,0
1176,32,0
1177,1,10663
1177,2,0
1177,3,0
1177,4,0
1177,5,0
1177,6,0
1177,7,0
1177,8,0
1177,9,0
1177,10,0
1177,11,0
1177,12,0
1177,13,0
1177,14,0
1177,15,0
1177,16,0
1177,17,0
1177,18,0
1177,19,0
1177,20,0
1177,21,0
1177,22,0
1177,23,0
1177,24,0
1177,25,0
1177,26,0
1177,27,0
1177,28,0
1177,29,0
1177,30,0
1177,31,0
1177,32,0
1178,1,10467
1178,2,0
1178,3,0
1178,4,0
1178,5,0
1178,6,0
1178,7,0
1178,8,0
1178,9,0
1178,10,0
1178,11,0
1178,12,0
1178,13,0
1178,14,0
1178,15,0
1178,16,0
1178,17,0
1178,18,0
1178,19,0
1178,20,0
1178,21,0
1178,22,0
1178,23,0
1178,24,0
1178,25,0
1178,26,0
1178,27,0
1178,28,0
1178,29,0
1178,30,0
1178,31,0
1178,32,0
1179,1,10513
1179,2,0
1179,3,0
1179,4,0
1179,5,0
1179,6,0
1179,7,0
1179,8,0
1179,9,0
1179,10,0
1179,11,0
1179,12,0
1179,13,0
1179,14,0
1179,15,0
1179,16,0
1179,17,0
1179,18,0
1179,19,0
1179,20,0
1179,21,0
1179,22,0
1179,23,0
1179,24,0
1179,25,0
1179,26,0
1179,27,0
1179,28,0
1179,29,0
1179,30,0
1179,31,0
1179,32,0
1180,1,10284
1180,2,0
1180,3,0
1180,4,0
1180,5,0
1180,6,0
1180,7,0
1180,8,0
1180,9,0
1180,10,0
1180,11,0
1180,12,0
1180,13,0
1180,14,0
1180,15,0
1180,16,0
1180,17,0
1180,18,0
1180,19,0
1180,20,0
1180,21,0
1180,22,0
1180,23,0
1180,24,0
1180,25,0
1180,26,0
1180,27,0
1180,28,0
1180,29,0
1180,30,0
1180,31,0
1180,32,0
1181,1,8781
1181,2,220
1181,3,171
1181,4,177
1181,5,175
1181,6,211
1181,7,170
1181,8,129
1181,9,137
1181,10,81
1181,11,59
1181,12,99
1181,13,12
1181,14,0
1181,15,0
1181,16,0
1181,17,0
1181,18,0
1181,19,0
1181,20,0
1181,21,0
1181,22,0
1181,23,0
1181,24,0
1181,25,0
1181,26,0
1181,27,0
1181,28,0
1181,29,0
1181,30,0
1181,31,0
1181,32,0
1182,1,11291
1182,2,11
1182,3,0
1182,4,0
1182,5,0
1182,6,0
1182,7,0
1182,8,0
1182,9,0
1182,10,0
1182,11,0
1182,12,0
1182,13,0
1182,14,0
1182,15,0
1182,16,0
1182,17,0
1182,18,0
1182,19,0
1182,20,0
1182,21,0
1182,22,0
1182,23,0
1182,24,0
1182,25,0
1182,26,0
1182,27,0
1182,28,0
1182,29,0
1182,30,0
1182,31,0
1182,32,0
1183,1,9003
1183,2,31
1183,3,27
1183,4,26
1183,5,30
1183,6,29
1183,7,65
1183,8,134
1183,9,132
1183,10,109
1183,11,85
1183,12,121
1183,13,127
1183,14,105
1183,15,91
1183,16,107
1183,17,105
1183,18,63
1183,19,105
1183,20,119
1183,21,126
1183,22,105
1183,23,64
1183,24,66
1183,25,76
1183,26,88
1183,27,125
1183,28,148
1183,29,166
1183,30,268
1183,31,669
1183,32,1122
1184,1,26
1184,2,20
1184,3,21
1184,4,66
1184,5,141
1184,6,62
1184,7,10
1184,8,21
1184,9,8
1184,10,8
1184,11,11
1184,12,13
1184,13,17
1184,14,21
1184,15,23
1184,16,24
1184,17,32
1184,18,41
1184,19,43
1184,20,65
1184,21,86
1184,22,101
1184,23,136
1184,24,149
1184,25,240
1184,26,357
1184,27,509
1184,28,846
1184,29,1224
1184,30,2240
1184,31,6459
1184,32,12868
1185,1,61
1185,2,41
1185,3,22
1185,4,16
1185,5,14
1185,6,13
1185,7,13
1185,8,12
1185,9,13
1185,10,14
1185,11,14
1185,12,15
1185,13,17
1185,14,20
1185,15,18
1185,16,20
1185,17,28
1185,18,36
1185,19,39
1185,20,66
1185,21,99
1185,22,108
1185,23,121
1185,24,144
1185,25,209
1185,26,283
1185,27,399
1185,28,586
1185,29,991
1185,30,1922
1185,31,6097
1185,32,13615
1186,1,57
1186,2,15
1186,3,7
1186,4,5
1186,5,5
1186,6,7
1186,7,9
1186,8,8
1186,9,9
1186,10,13
1186,11,15
1186,12,17
1186,13,15
1186,14,16
1186,15,21
1186,16,17
1186,17,22
1186,18,27
1186,19,29
1186,20,27
1186,21,40
1186,22,51
1186,23,82
1186,24,122
1186,25,182
1186,26,280
1186,27,366
1186,28,585
1186,29,904
1186,30,1683
1186,31,4730
1186,32,9750
1187,1,1071
1187,2,346
1187,3,397
1187,4,290
1187,5,310
1187,6,375
1187,7,380
1187,8,493
1187,9,604
1187,10,608
1187,11,578
1187,12,640
1187,13,785
1187,14,788
1187,15,672
1187,16,557
1187,17,599
1187,18,663
1187,19,691
1187,20,640
1187,21,602
1187,22,586
1187,23,600
1187,24,646
1187,25,682
1187,26,707
1187,27,824
1187,28,1015
1187,29,1245
1187,30,1796
1187,31,3939
1187,32,23484
1188,1,284
1188,2,91
1188,3,122
1188,4,107
1188,5,96
1188,6,90
1188,7,68
1188,8,103
1188,9,184
1188,10,103
1188,11,86
1188,12,109
1188,13,105
1188,14,100
1188,15,150
1188,16,164
1188,17,134
1188,18,125
1188,19,135
1188,20,147
1188,21,166
1188,22,155
1188,23,190
1188,24,242
1188,25,277
1188,26,322
1188,27,352
1188,28,378
1188,29,530
1188,30,938
1188,31,3010
1188,32,6241
1189,1,44
1189,2,29
1189,3,17
1189,4,16
1189,5,16
1189,6,12
1189,7,12
1189,8,12
1189,9,12
1189,10,16
1189,11,16
1189,12,16
1189,13,18
1189,14,17
1189,15,18
1189,16,19
1189,17,20
1189,18,33
1189,19,55
1189,20,82
1189,21,119
1189,22,146
1189,23,216
1189,24,301
1189,25,425
1189,26,535
1189,27,739
1189,28,970
1189,29,1464
1189,30,2835
1189,31,9741
1189,32,22893
1190,1,24
1190,2,20
1190,3,55
1190,4,49
1190,5,21
1190,6,23
1190,7,21
1190,8,20
1190,9,19
1190,10,19
1190,11,21
1190,12,20
1190,13,36
1190,14,33
1190,15,32
1190,16,36
1190,17,30
1190,18,31
1190,19,39
1190,20,43
1190,21,65
1190,22,85
1190,23,133
1190,24,190
1190,25,295
1190,26,509
1190,27,770
1190,28,1170
1190,29,1747
1190,30,3000
1190,31,8429
1190,32,17844
1191,1,1727
1191,2,449
1191,3,516
1191,4,700
1191,5,551
1191,6,583
1191,7,694
1191,8,726
1191,9,667
1191,10,653
1191,11,729
1191,12,719
1191,13,667
1191,14,693
1191,15,645
1191,16,689
1191,17,712
1191,18,656
1191,19,686
1191,20,743
1191,21,673
1191,22,731
1191,23,700
1191,24,715
1191,25,833
1191,26,889
1191,27,980
1191,28,1299
1191,29,1969
1191,30,3290
1191,31,9180
1191,32,16830
1192,1,251
1192,2,314
1192,3,371
1192,4,516
1192,5,581
1192,6,651
1192,7,630
1192,8,755
1192,9,795
1192,10,926
1192,11,965
1192,12,913
1192,13,855
1192,14,865
1192,15,961
1192,16,757
1192,17,779
1192,18,779
1192,19,773
1192,20,782
1192,21,762
1192,22,780
1192,23,859
1192,24,845
1192,25,949
1192,26,1027
1192,27,1281
1192,28,1582
1192,29,2267
1192,30,3831
1192,31,9267
1192,32,16414
1193,1,178
1193,2,231
1193,3,273
1193,4,301
1193,5,407
1193,6,359
1193,7,423
1193,8,447
1193,9,362
1193,10,396
1193,11,495
1193,12,508
1193,13,511
1193,14,444
1193,15,503
1193,16,495
1193,17,554
1193,18,509
1193,19,528
1193,20,534
1193,21,597
1193,22,600
1193,23,703
1193,24,616
1193,25,743
1193,26,858
1193,27,885
1193,28,1206
1193,29,1653
1193,30,2607
1193,31,6371
1193,32,11074
1194,1,188
1194,2,206
1194,3,236
1194,4,269
1194,5,300
1194,6,348
1194,7,412
1194,8,363
1194,9,387
1194,10,416
1194,11,466
1194,12,458
1194,13,402
1194,14,391
1194,15,387
1194,16,414
1194,17,410
1194,18,406
1194,19,459
1194,20,532
1194,21,501
1194,22,534
1194,23,508
1194,24,569
1194,25,614
1194,26,653
1194,27,807
1194,28,1024
1194,29,1363
1194,30,2309
1194,31,5821
1194,32,10855
1195,1,205
1195,2,281
1195,3,339
1195,4,397
1195,5,550
1195,6,606
1195,7,619
1195,8,632
1195,9,774
1195,10,665
1195,11,641
1195,12,791
1195,13,794
1195,14,763
1195,15,712
1195,16,661
1195,17,688
1195,18,727
1195,19,830
1195,20,772
1195,21,802
1195,22,841
1195,23,894
1195,24,955
1195,25,963
1195,26,1196
1195,27,1280
1195,28,1570
1195,29,2189
1195,30,3794
1195,31,9601
1195,32,17202
1196,1,120
1196,2,170
1196,3,181
1196,4,225
1196,5,356
1196,6,461
1196,7,497
1196,8,586
1196,9,549
1196,10,501
1196,11,590
1196,12,506
1196,13,543
1196,14,552
1196,15,643
1196,16,507
1196,17,521
1196,18,534
1196,19,533
1196,20,536
1196,21,547
1196,22,643
1196,23,596
1196,24,645
1196,25,651
1196,26,734
1196,27,778
1196,28,919
1196,29,1219
1196,30,2014
1196,31,4626
1196,32,13992
1197,1,75
1197,2,114
1197,3,122
1197,4,178
1197,5,232
1197,6,232
1197,7,242
1197,8,248
1197,9,310
1197,10,325
1197,11,384
1197,12,384
1197,13,327
1197,14,373
1197,15,362
1197,16,410
1197,17,413
1197,18,380
1197,19,367
1197,20,406
1197,21,377
1197,22,381
1197,23,417
1197,24,491
1197,25,542
1197,26,511
1197,27,608
1197,28,772
1197,29,1041
1197,30,1531
1197,31,3389
1197,32,10857
1198,1,127
1198,2,189
1198,3,196
1198,4,227
1198,5,474
1198,6,482
1198,7,359
1198,8,326
1198,9,361
1198,10,355
1198,11,326
1198,12,358
1198,13,341
1198,14,323
1198,15,328
1198,16,294
1198,17,321
1198,18,300
1198,19,333
1198,20,349
1198,21,354
1198,22,360
1198,23,429
1198,24,421
1198,25,473
1198,26,562
1198,27,696
1198,28,833
1198,29,1157
1198,30,1882
1198,31,4308
1198,32,8660
1199,1,36
1199,2,42
1199,3,71
1199,4,102
1199,5,74
1199,6,81
1199,7,83
1199,8,78
1199,9,109
1199,10,95
1199,11,138
1199,12,166
1199,13,126
1199,14,149
1199,15,193
1199,16,180
1199,17,176
1199,18,206
1199,19,268
1199,20,387
1199,21,245
1199,22,225
1199,23,311
1199,24,326
1199,25,474
1199,26,610
1199,27,710
1199,28,1101
1199,29,1699
1199,30,2991
1199,31,7291
1199,32,14988
1200,1,26
1200,2,10
1200,3,9
1200,4,10
1200,5,9
1200,6,13
1200,7,12
1200,8,17
1200,9,157
1200,10,130
1200,11,72
1200,12,55
1200,13,29
1200,14,40
1200,15,31
1200,16,40
1200,17,32
1200,18,33
1200,19,44
1200,20,59
1200,21,64
1200,22,83
1200,23,97
1200,24,134
1200,25,179
1200,26,262
1200,27,363
1200,28,528
1200,29,896
1200,30,1715
1200,31,4613
1200,32,10188
1201,1,23
1201,2,17
1201,3,17
1201,4,12
1201,5,9
1201,6,13
1201,7,9
1201,8,7
1201,9,8
1201,10,7
1201,11,11
1201,12,8
1201,13,16
1201,14,18
1201,15,14
1201,16,14
1201,17,23
1201,18,18
1201,19,18
1201,20,24
1201,21,49
1201,22,25
1201,23,35
1201,24,45
1201,25,64
1201,26,100
1201,27,151
1201,28,203
1201,29,350
1201,30,732
1201,31,2209
1201,32,4508
1202,1,5
1202,2,11
1202,3,9
1202,4,8
1202,5,11
1202,6,23
1202,7,22
1202,8,24
1202,9,18
1202,10,22
1202,11,24
1202,12,31
1202,13,35
1202,14,61
1202,15,51
1202,16,60
1202,17,64
1202,18,70
1202,19,77
1202,20,87
1202,21,92
1202,22,127
1202,23,177
1202,24,212
1202,25,325
1202,26,452
1202,27,631
1202,28,875
1202,29,1434
1202,30,2669
1202,31,7753
1202,32,19977
1203,1,16
1203,2,16
1203,3,75
1203,4,303
1203,5,196
1203,6,51
1203,7,70
1203,8,91
1203,9,156
1203,10,98
1203,11,59
1203,12,82
1203,13,68
1203,14,82
1203,15,89
1203,16,121
1203,17,104
1203,18,108
1203,19,92
1203,20,163
1203,21,238
1203,22,293
1203,23,176
1203,24,249
1203,25,312
1203,26,435
1203,27,570
1203,28,754
1203,29,1124
1203,30,2077
1203,31,5067
1203,32,11000
1204,1,77
1204,2,110
1204,3,259
1204,4,269
1204,5,627
1204,6,260
1204,7,121
1204,8,146
1204,9,88
1204,10,67
1204,11,117
1204,12,127
1204,13,74
1204,14,165
1204,15,127
1204,16,119
1204,17,153
1204,18,67
1204,19,41
1204,20,59
1204,21,77
1204,22,59
1204,23,52
1204,24,63
1204,25,48
1204,26,36
1204,27,0
1204,28,0
1204,29,0
1204,30,0
1204,31,0
1204,32,0
1205,1,35
1205,2,35
1205,3,36
1205,4,34
1205,5,28
1205,6,25
1205,7,0
1205,8,0
1205,9,0
1205,10,0
1205,11,0
1205,12,0
1205,13,0
1205,14,0
1205,15,0
1205,16,0
1205,17,0
1205,18,0
1205,19,0
1205,20,0
1205,21,0
1205,22,0
1205,23,0
1205,24,0
1205,25,0
1205,26,0
1205,27,0
1205,28,0
1205,29,0
1205,30,0
1205,31,0
1205,32,0
1206,1,25
1206,2,25
1206,3,24
1206,4,24
1206,5,25
1206,6,24
1206,7,2
1206,8,0
1206,9,0
1206,10,0
1206,11,0
1206,12,0
1206,13,0
1206,14,0
1206,15,0
1206,16,0
1206,17,0
1206,18,0
1206,19,0
1206,20,0
1206,21,0
1206,22,0
1206,23,0
1206,24,0
1206,25,0
1206,26,0
1206,27,0
1206,28,0
1206,29,0
1206,30,0
1206,31,0
1206,32,0
1207,1,31
1207,2,31
1207,3,30
1207,4,30
1207,5,29
1207,6,28
1207,7,0
1207,8,0
1207,9,0
1207,10,0
1207,11,0
1207,12,0
1207,13,0
1207,14,0
1207,15,0
1207,16,0
1207,17,0
1207,18,0
1207,19,0
1207,20,0
1207,21,0
1207,22,0
1207,23,0
1207,24,0
1207,25,0
1207,26,0
1207,27,0
1207,28,0
1207,29,0
1207,30,0
1207,31,0
1207,32,0
1208,1,30
1208,2,28
1208,3,27
1208,4,28
1208,5,28
1208,6,27
1208,7,1
1208,8,1
1208,9,1
1208,10,1
1208,11,1
1208,12,1
1208,13,1
1208,14,0
1208,15,0
1208,16,0
1208,17,0
1208,18,0
1208,19,0
1208,20,0
1208,21,0
1208,22,0
1208,23,0
1208,24,0
1208,25,0
1208,26,0
1208,27,0
1208,28,0
1208,29,0
1208,30,0
1208,31,0
1208,32,0
1209,1,25
1209,2,25
1209,3,27
1209,4,26
1209,5,25
1209,6,24
1209,7,2
1209,8,1
1209,9,1
1209,10,1
1209,11,1
1209,12,1
1209,13,1
1209,14,0
1209,15,0
1209,16,0
1209,17,0
1209,18,0
1209,19,0
1209,20,0
1209,21,0
1209,22,0
1209,23,0
1209,24,0
1209,25,0
1209,26,0
1209,27,0
1209,28,0
1209,29,0
1209,30,0
1209,31,0
1209,32,0
1210,1,31
1210,2,31
1210,3,31
1210,4,31
1210,5,31
1210,6,29
1210,7,0
1210,8,0
1210,9,0
1210,10,0
1210,11,0
1210,12,0
1210,13,0
1210,14,0
1210,15,0
1210,16,0
1210,17,0
1210,18,0
1210,19,0
1210,20,0
1210,21,0
1210,22,0
1210,23,0
1210,24,0
1210,25,0
1210,26,0
1210,27,0
1210,28,0
1210,29,0
1210,30,0
1210,31,0
1210,32,0
1211,1,31
1211,2,30
1211,3,28
1211,4,28
1211,5,28
1211,6,28
1211,7,1
1211,8,0
1211,9,0
1211,10,0
1211,11,0
1211,12,0
1211,13,0
1211,14,0
1211,15,0
1211,16,0
1211,17,0
1211,18,0
1211,19,0
1211,20,0
1211,21,0
1211,22,0
1211,23,0
1211,24,0
1211,25,0
1211,26,0
1211,27,0
1211,28,0
1211,29,0
1211,30,0
1211,31,0
1211,32,0
1212,1,27
1212,2,27
1212,3,24
1212,4,24
1212,5,24
1212,6,24
1212,7,0
1212,8,0
1212,9,0
1212,10,0
1212,11,0
1212,12,0
1212,13,0
1212,14,0
1212,15,0
1212,16,0
1212,17,0
1212,18,0
1212,19,0
1212,20,0
1212,21,0
1212,22,0
1212,23,0
1212,24,0
1212,25,0
1212,26,0
1212,27,0
1212,28,0
1212,29,0
1212,30,0
1212,31,0
1212,32,0
1213,1,496
1213,2,90
1213,3,39
1213,4,31
1213,5,26
1213,6,21
1213,7,2
1213,8,2
1213,9,1
1213,10,1
1213,11,1
1213,12,1
1213,13,1
1213,14,1
1213,15,1
1213,16,1
1213,17,1
1213,18,1
1213,19,1
1213,20,2
1213,21,1
1213,22,1
1213,23,1
1213,24,1
1213,25,0
1213,26,0
1213,27,0
1213,28,0
1213,29,0
1213,30,0
1213,31,0
1213,32,0
1214,1,4793
1214,2,119
1214,3,55
1214,4,46
1214,5,20
1214,6,33
1214,7,39
1214,8,29
1214,9,27
1214,10,0
1214,11,0
1214,12,0
1214,13,0
1214,14,0
1214,15,0
1214,16,0
1214,17,0
1214,18,0
1214,19,0
1214,20,0
1214,21,0
1214,22,0
1214,23,0
1214,24,0
1214,25,0
1214,26,0
1214,27,0
1214,28,0
1214,29,0
1214,30,0
1214,31,0
1214,32,0
1215,1,5507
1215,2,134
1215,3,49
1215,4,49
1215,5,25
1215,6,47
1215,7,13
1215,8,0
1215,9,0
1215,10,0
1215,11,0
1215,12,0
1215,13,0
1215,14,0
1215,15,0
1215,16,0
1215,17,0
1215,18,0
1215,19,0
1215,20,0
1215,21,0
1215,22,0
1215,23,0
1215,24,0
1215,25,0
1215,26,0
1215,27,0
1215,28,0
1215,29,0
1215,30,0
1215,31,0
1215,32,0
1216,1,4032
1216,2,172
1216,3,75
1216,4,62
1216,5,56
1216,6,48
1216,7,2
1216,8,2
1216,9,1
1216,10,1
1216,11,2
1216,12,0
1216,13,0
1216,14,0
1216,15,0
1216,16,0
1216,17,0
1216,18,0
1216,19,0
1216,20,0
1216,21,0
1216,22,0
1216,23,0
1216,24,0
1216,25,0
1216,26,0
1216,27,0
1216,28,0
1216,29,0
1216,30,0
1216,31,0
1216,32,0
1217,1,4511
1217,2,146
1217,3,61
1217,4,39
1217,5,39
1217,6,40
1217,7,1
1217,8,0
1217,9,0
1217,10,0
1217,11,0
1217,12,0
1217,13,0
1217,14,0
1217,15,0
1217,16,0
1217,17,0
1217,18,0
1217,19,0
1217,20,0
1217,21,0
1217,22,0
1217,23,0
1217,24,0
1217,25,0
1217,26,0
1217,27,0
1217,28,0
1217,29,0
1217,30,0
1217,31,0
1217,32,0
1218,1,8944
1218,2,269
1218,3,87
1218,4,39
1218,5,31
1218,6,49
1218,7,50
1218,8,17
1218,9,31
1218,10,0
1218,11,0
1218,12,0
1218,13,0
1218,14,0
1218,15,0
1218,16,0
1218,17,0
1218,18,0
1218,19,0
1218,20,0
1218,21,0
1218,22,0
1218,23,0
1218,24,0
1218,25,0
1218,26,0
1218,27,0
1218,28,0
1218,29,0
1218,30,0
1218,31,0
1218,32,0
1219,1,7263
1219,2,239
1219,3,58
1219,4,65
1219,5,103
1219,6,47
1219,7,0
1219,8,0
1219,9,0
1219,10,0
1219,11,0
1219,12,0
1219,13,0
1219,14,0
1219,15,0
1219,16,0
1219,17,0
1219,18,0
1219,19,0
1219,20,0
1219,21,0
1219,22,0
1219,23,0
1219,24,0
1219,25,0
1219,26,0
1219,27,0
1219,28,0
1219,29,0
1219,30,0
1219,31,0
1219,32,0
1220,1,3949
1220,2,218
1220,3,124
1220,4,43
1220,5,26
1220,6,17
1220,7,2
1220,8,25
1220,9,42
1220,10,0
1220,11,0
1220,12,0
1220,13,0
1220,14,0
1220,15,0
1220,16,0
1220,17,0
1220,18,0
1220,19,0
1220,20,0
1220,21,0
1220,22,0
1220,23,0
1220,24,0
1220,25,0
1220,26,0
1220,27,0
1220,28,0
1220,29,0
1220,30,0
1220,31,0
1220,32,0
1221,1,5632
1221,2,144
1221,3,66
1221,4,33
1221,5,20
1221,6,11
1221,7,0
1221,8,0
1221,9,0
1221,10,0
1221,11,0
1221,12,0
1221,13,0
1221,14,0
1221,15,0
1221,16,0
1221,17,0
1221,18,0
1221,19,0
1221,20,0
1221,21,0
1221,22,0
1221,23,0
1221,24,0
1221,25,0
1221,26,0
1221,27,0
1221,28,0
1221,29,0
1221,30,0
1221,31,0
1221,32,0
1222,1,5748
1222,2,112
1222,3,36
1222,4,43
1222,5,41
1222,6,17
1222,7,7
1222,8,1
1222,9,0
1222,10,0
1222,11,0
1222,12,0
1222,13,0
1222,14,0
1222,15,0
1222,16,0
1222,17,0
1222,18,0
1222,19,0
1222,20,0
1222,21,0
1222,22,0
1222,23,0
1222,24,0
1222,25,0
1222,26,0
1222,27,0
1222,28,0
1222,29,0
1222,30,0
1222,31,0
1222,32,0
1223,1,6301
1223,2,147
1223,3,56
1223,4,44
1223,5,44
1223,6,15
1223,7,9
1223,8,1
1223,9,0
1223,10,0
1223,11,0
1223,12,0
1223,13,0
1223,14,0
1223,15,0
1223,16,0
1223,17,0
1223,18,0
1223,19,0
1223,20,0
1223,21,0
1223,22,0
1223,23,0
1223,24,0
1223,25,0
1223,26,0
1223,27,0
1223,28,0
1223,29,0
1223,30,0
1223,31,0
1223,32,0
1224,1,6996
1224,2,104
1224,3,31
1224,4,21
1224,5,22
1224,6,9
1224,7,11
1224,8,16
1224,9,12
1224,10,1
1224,11,1
1224,12,1
1224,13,1
1224,14,1
1224,15,1
1224,16,1
1224,17,0
1224,18,0
1224,19,0
1224,20,0
1224,21,0
1224,22,0
1224,23,0
1224,24,0
1224,25,0
1224,26,0
1224,27,0
1224,28,0
1224,29,0
1224,30,0
1224,31,0
1224,32,0
1225,1,7024
1225,2,101
1225,3,41
1225,4,48
1225,5,39
1225,6,11
1225,7,27
1225,8,29
1225,9,0
1225,10,0
1225,11,0
1225,12,0
1225,13,0
1225,14,0
1225,15,0
1225,16,0
1225,17,0
1225,18,0
1225,19,0
1225,20,0
1225,21,0
1225,22,0
